GenderSelect,Country,Age,EmploymentStatus,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,MajorSelect,CompensationAmount,CompensationCurrency,
Male,Denmark,30,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,500000.00,DKK,
Male,Denmark,38,"Independent contractor, freelancer, or self-employed",Other,Python,Master's degree,Computer Science,540000.00,DKK,
Male,Denmark,33,Employed full-time,Data Analyst,SQL,Master's degree,Physics,660000.00,DKK,
Male,Denmark,34,Employed full-time,Business Analyst,R,Master's degree,Other,800000.00,DKK,
Male,Egypt,32,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Electrical Engineering,156000.00,EGP,
Male,Egypt,31,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,300000.00,EGP,
Male,Belgium,24,Employed full-time,Data Scientist,Python,Master's degree,Engineering (non-computer focused),24000.00,EUR,
Male,France,24,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,24000.00,EUR,
Male,Portugal,24,Employed full-time,Data Scientist,SQL,Master's degree,Computer Science,24000.00,EUR,
Male,Belgium,27,Employed full-time,Scientist/Researcher,Python,Master's degree,Engineering (non-computer focused),24000.00,EUR,
Female,Belgium,28,Employed full-time,Other,Python,Master's degree,Engineering (non-computer focused),24000.00,EUR,
A different identity,Finland,28,Employed full-time,Scientist/Researcher,Python,Master's degree,Physics,24000.00,EUR,
Female,France,28,Employed full-time,Statistician,R,Master's degree,Mathematics or statistics,24000.00,EUR,
Male,Finland,31,Employed part-time,Researcher,Matlab,Master's degree,Electrical Engineering,24000.00,EUR,
Male,Belgium,24,Employed full-time,Researcher,Python,Master's degree,Computer Science,25000.00,EUR,
Female,Greece,24,Employed full-time,DBA/Database Engineer,Python,Master's degree,Computer Science,25000.00,EUR,
Male,Italy,25,Employed full-time,Business Analyst,R,Master's degree,Engineering (non-computer focused),25000.00,EUR,
Male,Netherlands,25,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,25000.00,EUR,
Male,Spain,25,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,25000.00,EUR,
Male,Belgium,26,Employed full-time,Scientist/Researcher,R,Master's degree,Other,25000.00,EUR,
Male,France,26,Employed full-time,Scientist/Researcher,R,Master's degree,A health science,25000.00,EUR,
Male,Greece,26,Employed full-time,Business Analyst,Python,Master's degree,Electrical Engineering,25000.00,EUR,
Male,Spain,26,Employed full-time,Machine Learning Engineer,Python,Master's degree,Electrical Engineering,25000.00,EUR,
Female,Portugal,27,Employed full-time,Data Scientist,Python,Master's degree,Engineering (non-computer focused),25000.00,EUR,
Female,Greece,30,Employed full-time,Data Analyst,R,Master's degree,Physics,25000.00,EUR,
Female,Germany,31,Employed full-time,Scientist/Researcher,Python,Master's degree,Other,25000.00,EUR,
Male,Greece,31,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,25000.00,EUR,
Male,Portugal,39,Employed full-time,Data Scientist,Python,Master's degree,Management information systems,25000.00,EUR,
Male,Germany,31,Employed part-time,Data Scientist,Python,Master's degree,Electrical Engineering,25000.00,EUR,
Male,Ireland,24,Employed full-time,Engineer,Python,Master's degree,Electrical Engineering,26000.00,EUR,
Female,Spain,25,Employed full-time,Data Scientist,R,Master's degree,Physics,26000.00,EUR,
Male,Spain,26,Employed full-time,Statistician,Python,Master's degree,Mathematics or statistics,27000.00,EUR,
Male,Belgium,27,Employed full-time,Researcher,R,Master's degree,Computer Science,27000.00,EUR,
Male,Finland,28,"Independent contractor, freelancer, or self-employed",Scientist/Researcher,R,Master's degree,Engineering (non-computer focused),28000.00,EUR,
Male,Belgium,22,Employed full-time,Scientist/Researcher,Python,Master's degree,Computer Science,30000.00,EUR,
Male,Finland,26,Employed full-time,Other,R,Master's degree,"Information technology, networking, or system administration",30000.00,EUR,
Male,Finland,27,Employed full-time,Scientist/Researcher,Python,Master's degree,Mathematics or statistics,30000.00,EUR,
Male,France,27,Employed full-time,Scientist/Researcher,Python,Master's degree,Mathematics or statistics,30000.00,EUR,
Male,Germany,27,Employed full-time,Statistician,R,Master's degree,Mathematics or statistics,30000.00,EUR,
Male,Italy,27,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Computer Science,30000.00,EUR,
Male,Italy,27,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,30000.00,EUR,
Male,Spain,27,Employed full-time,Data Scientist,R,Master's degree,Computer Science,30000.00,EUR,
Female,Finland,28,Employed full-time,Scientist/Researcher,Matlab,Master's degree,Physics,30000.00,EUR,
Male,Germany,30,Employed full-time,Data Scientist,Matlab,Master's degree,Electrical Engineering,30000.00,EUR,
Male,Greece,30,Employed full-time,Business Analyst,SAS,Master's degree,Engineering (non-computer focused),30000.00,EUR,
Male,Portugal,30,Employed full-time,Data Scientist,Python,Master's degree,Physics,30000.00,EUR,
Female,Greece,31,Employed full-time,Machine Learning Engineer,Python,Master's degree,Computer Science,30000.00,EUR,
Male,Italy,31,Employed full-time,Data Scientist,R,Master's degree,Other,30000.00,EUR,
Male,Italy,32,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,"Information technology, networking, or system administration",30000.00,EUR,
Female,Spain,34,Employed full-time,Data Scientist,R,Master's degree,Other,30000.00,EUR,
Male,Greece,35,Employed full-time,Statistician,R,Master's degree,Mathematics or statistics,30000.00,EUR,
Male,Spain,25,Employed part-time,Data Scientist,Python,Master's degree,Computer Science,30000.00,EUR,
Male,Spain,40,"Independent contractor, freelancer, or self-employed",Data Scientist,R,Master's degree,Computer Science,30000.00,EUR,
Female,Spain,26,Employed full-time,Data Scientist,R,Master's degree,Computer Science,30500.00,EUR,
Female,France,25,Employed full-time,Data Scientist,Java,Master's degree,Mathematics or statistics,31000.00,EUR,
Male,Spain,42,Employed full-time,Programmer,Python,Master's degree,Mathematics or statistics,31000.00,EUR,
Male,Spain,46,Employed full-time,Researcher,Java,Master's degree,"Information technology, networking, or system administration",31000.00,EUR,
Male,Portugal,26,Employed full-time,Scientist/Researcher,Python,Master's degree,Physics,32400.00,EUR,
Male,Germany,32,Employed full-time,Business Analyst,R,Master's degree,Mathematics or statistics,33000.00,EUR,
Male,Belgium,37,Employed full-time,Data Scientist,R,Master's degree,Electrical Engineering,33000.00,EUR,
Male,Italy,37,Employed full-time,Software Developer/Software Engineer,R,Master's degree,Physics,33000.00,EUR,
Male,Spain,37,Employed full-time,Machine Learning Engineer,Python,Master's degree,Computer Science,33000.00,EUR,
Male,Spain,39,Employed full-time,DBA/Database Engineer,Python,Master's degree,Computer Science,33000.00,EUR,
Male,Spain,53,Employed full-time,Data Scientist,R,Master's degree,Mathematics or statistics,33000.00,EUR,
Female,Italy,27,Employed full-time,Data Analyst,R,Master's degree,Mathematics or statistics,34000.00,EUR,
Male,France,29,Employed full-time,Data Scientist,R,Master's degree,Mathematics or statistics,34000.00,EUR,
Female,France,32,Employed full-time,Data Analyst,R,Master's degree,Mathematics or statistics,34000.00,EUR,
Male,Finland,29,Employed part-time,Statistician,Python,Master's degree,Mathematics or statistics,34800.00,EUR,
Female,France,22,Employed full-time,Data Analyst,Matlab,Master's degree,Mathematics or statistics,35000.00,EUR,
Male,France,26,Employed full-time,Machine Learning Engineer,Python,Master's degree,Other,35000.00,EUR,
Male,France,26,Employed full-time,Scientist/Researcher,Python,Master's degree,Engineering (non-computer focused),35000.00,EUR,
Female,Netherlands,26,Employed full-time,Data Scientist,R,Master's degree,Mathematics or statistics,35000.00,EUR,
Male,Netherlands,26,Employed full-time,Business Analyst,Python,Master's degree,"Information technology, networking, or system administration",35000.00,EUR,
Male,Spain,26,Employed full-time,Data Analyst,R,Master's degree,Engineering (non-computer focused),35000.00,EUR,
Male,Belgium,27,Employed full-time,Statistician,Python,Master's degree,Mathematics or statistics,35000.00,EUR,
Male,France,27,Employed full-time,Data Miner,Python,Master's degree,Mathematics or statistics,35000.00,EUR,
Male,Germany,28,Employed full-time,Scientist/Researcher,R,Master's degree,Physics,35000.00,EUR,
Male,Belgium,29,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Electrical Engineering,35000.00,EUR,
Male,Spain,45,Employed full-time,Data Analyst,Python,Master's degree,Electrical Engineering,35000.00,EUR,
Male,Spain,46,Employed full-time,Business Analyst,Python,Master's degree,Other,35000.00,EUR,
Female,Germany,55,Employed full-time,Other,R,Master's degree,Other,35000.00,EUR,
Male,Germany,31,Employed part-time,Researcher,Python,Master's degree,Other,35000.00,EUR,
Male,France,30,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,35500.00,EUR,
Female,France,25,Employed full-time,Other,SQL,Master's degree,Management information systems,36000.00,EUR,
Male,Italy,26,Employed full-time,Machine Learning Engineer,Other,Master's degree,Computer Science,36000.00,EUR,
Male,Finland,27,Employed full-time,Data Scientist,Python,Master's degree,Other,36000.00,EUR,
Male,Italy,27,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,36000.00,EUR,
Male,Germany,28,Employed full-time,Researcher,Python,Master's degree,Computer Science,36000.00,EUR,
Male,Netherlands,29,Employed full-time,Data Scientist,R,Master's degree,Mathematics or statistics,36000.00,EUR,
Female,Netherlands,30,Employed full-time,Data Scientist,R,Master's degree,Psychology,36000.00,EUR,
Male,France,37,Employed full-time,Other,Python,Master's degree,Biology,36000.00,EUR,
Male,Germany,26,Employed part-time,Researcher,Python,Master's degree,Engineering (non-computer focused),36000.00,EUR,
Male,France,25,Employed part-time,Data Scientist,Python,Master's degree,Computer Science,36800.00,EUR,
Male,Italy,42,Employed full-time,Software Developer/Software Engineer,R,Master's degree,Computer Science,38000.00,EUR,
Male,France,24,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Computer Science,39000.00,EUR,
Male,Spain,33,Employed full-time,Data Scientist,R,Master's degree,Electrical Engineering,39000.00,EUR,
Male,France,24,Employed full-time,Data Scientist,R,Master's degree,Mathematics or statistics,40000.00,EUR,
Male,France,24,Employed full-time,Data Scientist,Python,Master's degree,"Information technology, networking, or system administration",40000.00,EUR,
Male,France,24,Employed full-time,Data Scientist,Python,Master's degree,Engineering (non-computer focused),40000.00,EUR,
Male,France,25,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,40000.00,EUR,
Female,Finland,26,Employed full-time,Scientist/Researcher,Matlab,Master's degree,Electrical Engineering,40000.00,EUR,
Male,France,26,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,40000.00,EUR,
Female,Germany,27,Employed full-time,DBA/Database Engineer,R,Master's degree,Mathematics or statistics,40000.00,EUR,
Male,Germany,30,Employed full-time,Researcher,R,Master's degree,Other,40000.00,EUR,
Female,Spain,30,Employed full-time,Data Scientist,Python,Master's degree,Other,40000.00,EUR,
Male,Italy,32,Employed full-time,Other,Matlab,Master's degree,Mathematics or statistics,40000.00,EUR,
Male,Greece,34,Employed full-time,Data Scientist,R,Master's degree,Electrical Engineering,40000.00,EUR,
Male,Spain,35,Employed full-time,Data Scientist,Python,Master's degree,Electrical Engineering,40000.00,EUR,
Female,Finland,40,Employed full-time,Scientist/Researcher,Python,Master's degree,Biology,40000.00,EUR,
Male,Italy,48,Employed full-time,Data Analyst,Python,Master's degree,Mathematics or statistics,40000.00,EUR,
Male,Spain,27,Employed full-time,Data Scientist,Python,Master's degree,Electrical Engineering,41000.00,EUR,
Male,Italy,33,Employed full-time,Business Analyst,R,Master's degree,Engineering (non-computer focused),41000.00,EUR,
Male,Spain,26,Employed full-time,Data Analyst,Python,Master's degree,Engineering (non-computer focused),41500.00,EUR,
Male,France,25,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,42000.00,EUR,
Male,France,26,Employed full-time,Business Analyst,R,Master's degree,Mathematics or statistics,42000.00,EUR,
Male,France,26,Employed full-time,Engineer,Python,Master's degree,Engineering (non-computer focused),42000.00,EUR,
Male,France,29,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,42000.00,EUR,
Male,France,32,Employed full-time,Data Analyst,R,Master's degree,Mathematics or statistics,42000.00,EUR,
Male,Spain,38,Employed full-time,Machine Learning Engineer,Python,Master's degree,Computer Science,42000.00,EUR,
Male,Spain,41,Employed full-time,Other,Python,Master's degree,Electrical Engineering,42000.00,EUR,
Female,France,26,Employed full-time,Statistician,R,Master's degree,Mathematics or statistics,43000.00,EUR,
Male,Germany,29,Employed full-time,Researcher,Python,Master's degree,Electrical Engineering,43000.00,EUR,
Male,France,37,Employed full-time,Machine Learning Engineer,Python,Master's degree,Computer Science,43000.00,EUR,
Female,France,29,Employed full-time,Data Scientist,Python,Master's degree,Electrical Engineering,43500.00,EUR,
Female,Germany,25,Employed full-time,Business Analyst,Python,Master's degree,Other,44000.00,EUR,
Male,France,30,Employed full-time,Data Scientist,R,Master's degree,Engineering (non-computer focused),44000.00,EUR,
Male,Spain,34,Employed full-time,Scientist/Researcher,R,Master's degree,Computer Science,44000.00,EUR,
Male,France,24,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,45000.00,EUR,
Male,France,25,Employed full-time,Scientist/Researcher,Python,Master's degree,Mathematics or statistics,45000.00,EUR,
Male,France,25,Employed full-time,Data Scientist,Scala,Master's degree,Engineering (non-computer focused),45000.00,EUR,
Male,France,26,Employed full-time,Data Scientist,Python,Master's degree,Engineering (non-computer focused),45000.00,EUR,
Male,Germany,26,Employed full-time,Data Scientist,Python,Master's degree,A social science,45000.00,EUR,
Male,France,27,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,45000.00,EUR,
Male,France,27,Employed full-time,Machine Learning Engineer,Python,Master's degree,Engineering (non-computer focused),45000.00,EUR,
Male,France,27,Employed full-time,Data Scientist,Python,Master's degree,Engineering (non-computer focused),45000.00,EUR,
Male,Ireland,27,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,45000.00,EUR,
Male,Germany,28,Employed full-time,Scientist/Researcher,Python,Master's degree,Management information systems,45000.00,EUR,
Male,Netherlands,29,Employed full-time,Data Scientist,R,Master's degree,Engineering (non-computer focused),45000.00,EUR,
A different identity,Spain,30,Employed full-time,Predictive Modeler,Matlab,Master's degree,Other,45000.00,EUR,
Female,Portugal,32,Employed full-time,Other,Python,Master's degree,Physics,45000.00,EUR,
Male,Netherlands,33,Employed full-time,Researcher,Matlab,Master's degree,Mathematics or statistics,45000.00,EUR,
Male,Spain,40,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,45000.00,EUR,
Male,Spain,44,Employed full-time,Data Analyst,R,Master's degree,"Information technology, networking, or system administration",45000.00,EUR,
Male,Italy,49,Employed full-time,DBA/Database Engineer,R,Master's degree,Physics,45000.00,EUR,
Female,Italy,57,Employed full-time,Other,R,Master's degree,A health science,45000.00,EUR,
Male,France,26,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Mathematics or statistics,46000.00,EUR,
Female,Germany,27,Employed full-time,Scientist/Researcher,Python,Master's degree,Other,46000.00,EUR,
Female,Germany,29,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Computer Science,46000.00,EUR,
Male,Germany,31,Employed full-time,Business Analyst,Python,Master's degree,Other,46000.00,EUR,
Male,Italy,43,Employed full-time,Other,Matlab,Master's degree,Engineering (non-computer focused),46000.00,EUR,
Male,France,25,Employed full-time,Statistician,R,Master's degree,Mathematics or statistics,47000.00,EUR,
Male,Belgium,26,Employed full-time,Engineer,Python,Master's degree,Engineering (non-computer focused),47000.00,EUR,
Female,Germany,32,Employed full-time,Scientist/Researcher,Julia,Master's degree,Computer Science,47000.00,EUR,
Male,Germany,28,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Biology,48000.00,EUR,
Male,Italy,28,Employed full-time,Data Scientist,Python,Master's degree,Engineering (non-computer focused),48000.00,EUR,
Male,Belgium,35,Employed full-time,Computer Scientist,Matlab,Master's degree,Computer Science,48000.00,EUR,
A different identity,Finland,37,Employed full-time,Data Scientist,Python,Master's degree,Physics,48000.00,EUR,
Male,Germany,23,Employed full-time,Data Scientist,Python,Master's degree,Physics,50000.00,EUR,
Male,France,24,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,50000.00,EUR,
Male,Germany,27,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,50000.00,EUR,
Female,Netherlands,27,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,50000.00,EUR,
Male,Finland,29,Employed full-time,Data Scientist,R,Master's degree,Mathematics or statistics,50000.00,EUR,
Female,Germany,29,Employed full-time,Scientist/Researcher,Python,Master's degree,Engineering (non-computer focused),50000.00,EUR,
Male,France,30,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,50000.00,EUR,
Male,France,30,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,50000.00,EUR,
Female,Germany,30,Employed full-time,Data Analyst,C/C++/C#,Master's degree,Mathematics or statistics,50000.00,EUR,
Male,Finland,31,Employed full-time,Data Scientist,R,Master's degree,Computer Science,50000.00,EUR,
Male,France,31,Employed full-time,Engineer,Python,Master's degree,Computer Science,50000.00,EUR,
A different identity,Netherlands,32,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Other,50000.00,EUR,
Male,Italy,33,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,50000.00,EUR,
Male,Germany,34,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,50000.00,EUR,
Male,Finland,35,Employed full-time,Other,R,Master's degree,Engineering (non-computer focused),50000.00,EUR,
Male,France,35,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,50000.00,EUR,
Male,France,37,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Computer Science,50000.00,EUR,
Male,Greece,37,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,50000.00,EUR,
Male,Spain,38,Employed full-time,DBA/Database Engineer,Python,Master's degree,Computer Science,50000.00,EUR,
Male,Germany,40,Employed full-time,DBA/Database Engineer,R,Master's degree,Computer Science,50000.00,EUR,
Male,Germany,43,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Electrical Engineering,50000.00,EUR,
Male,Spain,47,Employed full-time,Data Analyst,R,Master's degree,Electrical Engineering,50000.00,EUR,
Male,Netherlands,25,"Independent contractor, freelancer, or self-employed",Data Scientist,Python,Master's degree,Computer Science,50000.00,EUR,
Male,Portugal,52,"Independent contractor, freelancer, or self-employed",Business Analyst,Python,Master's degree,Other,50000.00,EUR,
Male,Spain,52,"Independent contractor, freelancer, or self-employed",Data Scientist,R,Master's degree,"Information technology, networking, or system administration",50000.00,EUR,
Male,Netherlands,31,Employed full-time,Data Scientist,Python,Master's degree,Physics,50700.00,EUR,
Male,Germany,27,Employed full-time,Software Developer/Software Engineer,C/C++/C#,Master's degree,Computer Science,51000.00,EUR,
Male,France,30,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,51000.00,EUR,
Male,Ireland,34,Employed full-time,Business Analyst,Python,Master's degree,A humanities discipline,51500.00,EUR,
Female,Netherlands,29,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,52000.00,EUR,
Female,France,32,Employed full-time,Predictive Modeler,R,Master's degree,Mathematics or statistics,52000.00,EUR,
Male,Italy,34,Employed full-time,Machine Learning Engineer,Python,Master's degree,A humanities discipline,52800.00,EUR,
Male,Germany,35,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Computer Science,53000.00,EUR,
Male,France,29,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,54000.00,EUR,
Male,Germany,33,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,54000.00,EUR,
Male,Finland,36,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,54000.00,EUR,
Male,France,26,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,55000.00,EUR,
Male,Spain,28,Employed full-time,Data Scientist,Python,Master's degree,Electrical Engineering,55000.00,EUR,
Male,Italy,31,Employed full-time,Predictive Modeler,R,Master's degree,Physics,55000.00,EUR,
Male,Netherlands,32,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,55000.00,EUR,
Male,France,33,Employed full-time,Software Developer/Software Engineer,Haskell,Master's degree,"Information technology, networking, or system administration",55000.00,EUR,
Male,Spain,33,Employed full-time,Data Scientist,R,Master's degree,Mathematics or statistics,55000.00,EUR,
Female,Germany,35,Employed full-time,Data Scientist,SQL,Master's degree,Engineering (non-computer focused),55000.00,EUR,
Male,France,38,Employed full-time,Data Scientist,R,Master's degree,Other,55000.00,EUR,
Male,Spain,40,Employed full-time,Data Miner,R,Master's degree,Mathematics or statistics,55000.00,EUR,
Male,Italy,45,"Independent contractor, freelancer, or self-employed",Software Developer/Software Engineer,Python,Master's degree,Engineering (non-computer focused),55000.00,EUR,
Male,Belgium,34,Employed full-time,Business Analyst,Python,Master's degree,Other,56000.00,EUR,
Male,Germany,27,Employed full-time,Other,Python,Master's degree,Computer Science,56500.00,EUR,
Male,Germany,26,Employed full-time,Data Scientist,Python,Master's degree,A social science,58000.00,EUR,
Male,France,28,Employed full-time,Data Scientist,Python,Master's degree,Physics,58000.00,EUR,
Male,Netherlands,43,Employed full-time,Software Developer/Software Engineer,R,Master's degree,Electrical Engineering,58000.00,EUR,
Male,Belgium,40,Employed full-time,Computer Scientist,R,Master's degree,Computer Science,59000.00,EUR,
Male,Germany,27,Employed full-time,Scientist/Researcher,Python,Master's degree,Management information systems,60000.00,EUR,
Male,Germany,27,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,60000.00,EUR,
Male,Ireland,27,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,60000.00,EUR,
Male,Netherlands,28,Employed full-time,Data Scientist,Python,Master's degree,Physics,60000.00,EUR,
Female,Germany,29,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,60000.00,EUR,
Male,Spain,29,Employed full-time,Operations Research Practitioner,R,Master's degree,Engineering (non-computer focused),60000.00,EUR,
Male,France,30,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,60000.00,EUR,
Male,Germany,31,Employed full-time,Data Scientist,SQL,Master's degree,Physics,60000.00,EUR,
Male,Germany,34,Employed full-time,Scientist/Researcher,Julia,Master's degree,Management information systems,60000.00,EUR,
Male,Netherlands,35,Employed full-time,Business Analyst,R,Master's degree,Mathematics or statistics,60000.00,EUR,
Male,Belarus,36,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,60000.00,EUR,
Male,Belgium,36,Employed full-time,Other,Python,Master's degree,Other,60000.00,EUR,
Male,Belgium,37,Employed full-time,Researcher,Python,Master's degree,Computer Science,60000.00,EUR,
Male,Netherlands,38,Employed full-time,Data Analyst,Python,Master's degree,Physics,60000.00,EUR,
Male,France,40,Employed full-time,Engineer,Python,Master's degree,Mathematics or statistics,60000.00,EUR,
Male,Italy,48,Employed full-time,DBA/Database Engineer,Python,Master's degree,Physics,60000.00,EUR,
Male,Spain,49,Employed full-time,Business Analyst,Python,Master's degree,Computer Science,60000.00,EUR,
Male,France,50,Employed full-time,Data Miner,R,Master's degree,Mathematics or statistics,60000.00,EUR,
Male,Finland,53,Employed full-time,Other,R,Master's degree,Physics,60000.00,EUR,
Male,Germany,26,"Independent contractor, freelancer, or self-employed",Data Scientist,Python,Master's degree,Mathematics or statistics,60000.00,EUR,
Male,Spain,43,"Independent contractor, freelancer, or self-employed",Data Scientist,Python,Master's degree,Other,60000.00,EUR,
Male,Spain,47,"Independent contractor, freelancer, or self-employed",Data Analyst,Python,Master's degree,Computer Science,60000.00,EUR,
Male,Netherlands,52,"Independent contractor, freelancer, or self-employed",Software Developer/Software Engineer,Python,Master's degree,Electrical Engineering,60000.00,EUR,
Male,France,53,"Independent contractor, freelancer, or self-employed",Statistician,R,Master's degree,Mathematics or statistics,60000.00,EUR,
Male,Germany,55,"Independent contractor, freelancer, or self-employed",Researcher,R,Master's degree,Other,60000.00,EUR,
Male,France,57,"Independent contractor, freelancer, or self-employed",Data Scientist,R,Master's degree,Mathematics or statistics,60000.00,EUR,
Male,Italy,64,"Independent contractor, freelancer, or self-employed",Other,R,Master's degree,Physics,60000.00,EUR,
Male,Netherlands,26,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,62000.00,EUR,
Male,Netherlands,42,Employed full-time,Data Scientist,Python,Master's degree,Physics,64000.00,EUR,
Male,Germany,25,Employed full-time,Data Scientist,Python,Master's degree,A social science,65000.00,EUR,
Female,Germany,26,Employed full-time,Predictive Modeler,Python,Master's degree,Management information systems,65000.00,EUR,
Male,France,27,Employed full-time,Data Scientist,Python,Master's degree,Electrical Engineering,65000.00,EUR,
Male,Germany,27,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Engineering (non-computer focused),65000.00,EUR,
Male,Belgium,31,Employed full-time,Other,Python,Master's degree,Engineering (non-computer focused),65000.00,EUR,
Male,Netherlands,34,Employed full-time,Data Analyst,Python,Master's degree,Computer Science,65000.00,EUR,
Male,Spain,40,Employed full-time,Other,Python,Master's degree,Physics,65000.00,EUR,
Male,Germany,44,Employed full-time,Other,Python,Master's degree,A humanities discipline,65000.00,EUR,
Male,Belgium,49,Employed full-time,Data Scientist,Python,Master's degree,Electrical Engineering,65000.00,EUR,
Male,Italy,41,"Independent contractor, freelancer, or self-employed",Machine Learning Engineer,Python,Master's degree,Computer Science,65000.00,EUR,
Male,Germany,27,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,67000.00,EUR,
Male,Germany,31,Employed full-time,Data Scientist,Python,Master's degree,Psychology,67000.00,EUR,
Male,Finland,31,Employed full-time,Data Scientist,Python,Master's degree,Other,67500.00,EUR,
Male,Germany,35,Employed full-time,Data Analyst,Python,Master's degree,Physics,68000.00,EUR,
Male,France,26,Employed full-time,Engineer,Python,Master's degree,Management information systems,70000.00,EUR,
Male,Germany,29,Employed full-time,Machine Learning Engineer,Python,Master's degree,Computer Science,70000.00,EUR,
Male,France,39,Employed full-time,Data Analyst,Python,Master's degree,Mathematics or statistics,70000.00,EUR,
Male,Finland,46,Employed full-time,Other,R,Master's degree,Other,70000.00,EUR,
Male,Netherlands,47,Employed full-time,Scientist/Researcher,R,Master's degree,Management information systems,70000.00,EUR,
Male,Spain,48,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Computer Science,70000.00,EUR,
Male,Spain,49,Employed full-time,Data Scientist,R,Master's degree,Physics,70000.00,EUR,
Male,France,50,Employed full-time,Engineer,Python,Master's degree,Engineering (non-computer focused),70000.00,EUR,
A different identity,Netherlands,36,Employed full-time,Data Scientist,SQL,Master's degree,Mathematics or statistics,71500.00,EUR,
Male,France,40,Employed full-time,Data Analyst,Python,Master's degree,Mathematics or statistics,72000.00,EUR,
Male,Germany,47,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,72000.00,EUR,
Male,Netherlands,26,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,73000.00,EUR,
Male,Finland,30,Employed full-time,Data Scientist,Python,Master's degree,Computer Science,75000.00,EUR,
Male,Netherlands,35,Employed full-time,Data Analyst,R,Master's degree,Other,75000.00,EUR,
Male,Italy,42,Employed full-time,Predictive Modeler,Python,Master's degree,Mathematics or statistics,75000.00,EUR,
Male,Netherlands,51,Employed full-time,Data Scientist,Python,Master's degree,Mathematics or statistics,75000.00,EUR,
Male,France,33,"Independent contractor, freelancer, or self-employed",Data Scientist,Python,Master's degree,Mathematics or statistics,75000.00,EUR,
Male,France,23,Employed full-time,Statistician,Other,Master's degree,Other,80000.00,EUR,
Male,France,25,Employed full-time,Machine Learning Engineer,Python,Master's degree,Mathematics or statistics,80000.00,EUR,
Male,Germany,29,Employed full-time,Researcher,R,Master's degree,A health science,80000.00,EUR,
Male,France,34,Employed full-time,Software Developer/Software Engineer,Python,Master's degree,Computer Science,80000.00,EUR,
Male,Finland,38,Employed full-time,Data Scientist,Python,Master's degree,"Information technology, networking, or system administration",80000.00,EUR,
